,School_Code,School Name_x,Cohort,Subgroup,Students,Grads,Rate,Governance,Unnamed: 8,Unnamed: 9,Unnamed: 10,Test Name,Subject,School Name_y,Learning Network,Grade,Category,"Number
Tested",Below Basic Count #,Below Basic Percent %,Basic Count #,Basic Percent %,Proficient Count #,Proficient Basic Percent %,Advanced Count #,Advanced Percent %,Prof and Adv Count #,Prof and Adv. Percent %,Average Score,Average Score2
245,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,Keystone,Biology,Girard Academic Music Program,AUTONOMY NETWORK,11,Not IEP,53,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
246,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,Keystone,Literature,Girard Academic Music Program,AUTONOMY NETWORK,11,IEP,4,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
247,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,Keystone,Literature,Girard Academic Music Program,AUTONOMY NETWORK,11,Not IEP,52,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
248,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,PSSA,ELA,Girard Academic Music Program,AUTONOMY NETWORK,All Grades,IEP,13,0,0%,3,23%,7,54%,3,23%,10,77%,0.75,3.000000089
249,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,PSSA,ELA,Girard Academic Music Program,AUTONOMY NETWORK,7,IEP,6,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
250,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,PSSA,ELA,Girard Academic Music Program,AUTONOMY NETWORK,6,IEP,4,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
251,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,PSSA,ELA,Girard Academic Music Program,AUTONOMY NETWORK,5,IEP,3,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
252,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,PSSA,ELA,Girard Academic Music Program,AUTONOMY NETWORK,Grades 3-8,IEP,13,0,0%,3,23%,7,54%,3,23%,10,77%,0.75,3.000000089
253,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,PSSA,ELA,Girard Academic Music Program,AUTONOMY NETWORK,7,Not IEP,90,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
254,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,PSSA,ELA,Girard Academic Music Program,AUTONOMY NETWORK,5,Not IEP,63,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
255,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,PSSA,ELA,Girard Academic Music Program,AUTONOMY NETWORK,8,Not IEP,57,0,0%,3,5%,20,35%,34,60%,54,95%,0.885964912,3.543859616
256,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,PSSA,ELA,Girard Academic Music Program,AUTONOMY NETWORK,All Grades,Not IEP,304,0,0%,16,5%,152,50%,136,45%,288,95%,0.848684211,3.394736811
257,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,PSSA,ELA,Girard Academic Music Program,AUTONOMY NETWORK,6,Not IEP,94,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
258,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,PSSA,ELA,Girard Academic Music Program,AUTONOMY NETWORK,Grades 3-8,Not IEP,304,0,0%,16,5%,152,50%,136,45%,288,95%,0.848684211,3.394736811
259,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,PSSA,Math,Girard Academic Music Program,AUTONOMY NETWORK,5,IEP,3,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
260,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,PSSA,Math,Girard Academic Music Program,AUTONOMY NETWORK,All Grades,IEP,13,3,23%,3,23%,6,46%,1,8%,7,54%,0.596153846,2.384615406
261,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,PSSA,Math,Girard Academic Music Program,AUTONOMY NETWORK,Grades 3-8,IEP,13,3,23%,3,23%,6,46%,1,8%,7,54%,0.596153846,2.384615406
262,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,PSSA,Math,Girard Academic Music Program,AUTONOMY NETWORK,7,IEP,6,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
263,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,PSSA,Math,Girard Academic Music Program,AUTONOMY NETWORK,6,IEP,4,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
264,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,PSSA,Math,Girard Academic Music Program,AUTONOMY NETWORK,Grades 3-8,Not IEP,304,13,4%,56,18%,125,41%,110,36%,235,77%,0.773026316,3.092105255
265,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,PSSA,Math,Girard Academic Music Program,AUTONOMY NETWORK,8,Not IEP,56,4,7%,12,21%,22,39%,18,32%,40,71%,0.741071429,2.964285679
266,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,PSSA,Math,Girard Academic Music Program,AUTONOMY NETWORK,All Grades,Not IEP,304,13,4%,56,18%,125,41%,110,36%,235,77%,0.773026316,3.092105255
267,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,PSSA,Math,Girard Academic Music Program,AUTONOMY NETWORK,6,Not IEP,95,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
268,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,PSSA,Math,Girard Academic Music Program,AUTONOMY NETWORK,7,Not IEP,90,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
269,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,PSSA,Math,Girard Academic Music Program,AUTONOMY NETWORK,5,Not IEP,63,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
270,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,PSSA,Science,Girard Academic Music Program,AUTONOMY NETWORK,Grades 3-8,Not IEP,56,4,7%,7,13%,12,21%,33,59%,45,80%,0.830357143,3.321428649
271,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,PSSA,Science,Girard Academic Music Program,AUTONOMY NETWORK,8,Not IEP,56,4,7%,7,13%,12,21%,33,59%,45,80%,0.830357143,3.321428649
272,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,IEP,8,s,s,District,,,,PSSA,Science,Girard Academic Music Program,AUTONOMY NETWORK,All Grades,Not IEP,56,4,7%,7,13%,12,21%,33,59%,45,80%,0.830357143,3.321428649
273,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,Keystone,Algebra 1,Girard Academic Music Program,AUTONOMY NETWORK,11,IEP,5,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
274,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,Keystone,Algebra 1,Girard Academic Music Program,AUTONOMY NETWORK,11,Not IEP,53,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
275,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,Keystone,Biology,Girard Academic Music Program,AUTONOMY NETWORK,11,IEP,5,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
276,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,Keystone,Biology,Girard Academic Music Program,AUTONOMY NETWORK,11,Not IEP,53,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
277,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,Keystone,Literature,Girard Academic Music Program,AUTONOMY NETWORK,11,IEP,4,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
278,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,Keystone,Literature,Girard Academic Music Program,AUTONOMY NETWORK,11,Not IEP,52,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
279,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,PSSA,ELA,Girard Academic Music Program,AUTONOMY NETWORK,All Grades,IEP,13,0,0%,3,23%,7,54%,3,23%,10,77%,0.75,3.000000089
280,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,PSSA,ELA,Girard Academic Music Program,AUTONOMY NETWORK,7,IEP,6,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
281,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,PSSA,ELA,Girard Academic Music Program,AUTONOMY NETWORK,6,IEP,4,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
282,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,PSSA,ELA,Girard Academic Music Program,AUTONOMY NETWORK,5,IEP,3,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
283,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,PSSA,ELA,Girard Academic Music Program,AUTONOMY NETWORK,Grades 3-8,IEP,13,0,0%,3,23%,7,54%,3,23%,10,77%,0.75,3.000000089
284,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,PSSA,ELA,Girard Academic Music Program,AUTONOMY NETWORK,7,Not IEP,90,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
285,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,PSSA,ELA,Girard Academic Music Program,AUTONOMY NETWORK,5,Not IEP,63,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
286,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,PSSA,ELA,Girard Academic Music Program,AUTONOMY NETWORK,8,Not IEP,57,0,0%,3,5%,20,35%,34,60%,54,95%,0.885964912,3.543859616
287,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,PSSA,ELA,Girard Academic Music Program,AUTONOMY NETWORK,All Grades,Not IEP,304,0,0%,16,5%,152,50%,136,45%,288,95%,0.848684211,3.394736811
288,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,PSSA,ELA,Girard Academic Music Program,AUTONOMY NETWORK,6,Not IEP,94,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
289,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,PSSA,ELA,Girard Academic Music Program,AUTONOMY NETWORK,Grades 3-8,Not IEP,304,0,0%,16,5%,152,50%,136,45%,288,95%,0.848684211,3.394736811
290,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,PSSA,Math,Girard Academic Music Program,AUTONOMY NETWORK,5,IEP,3,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
291,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,PSSA,Math,Girard Academic Music Program,AUTONOMY NETWORK,All Grades,IEP,13,3,23%,3,23%,6,46%,1,8%,7,54%,0.596153846,2.384615406
292,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,PSSA,Math,Girard Academic Music Program,AUTONOMY NETWORK,Grades 3-8,IEP,13,3,23%,3,23%,6,46%,1,8%,7,54%,0.596153846,2.384615406
293,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,PSSA,Math,Girard Academic Music Program,AUTONOMY NETWORK,7,IEP,6,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
294,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,PSSA,Math,Girard Academic Music Program,AUTONOMY NETWORK,6,IEP,4,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
295,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,PSSA,Math,Girard Academic Music Program,AUTONOMY NETWORK,Grades 3-8,Not IEP,304,13,4%,56,18%,125,41%,110,36%,235,77%,0.773026316,3.092105255
296,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,PSSA,Math,Girard Academic Music Program,AUTONOMY NETWORK,8,Not IEP,56,4,7%,12,21%,22,39%,18,32%,40,71%,0.741071429,2.964285679
297,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,PSSA,Math,Girard Academic Music Program,AUTONOMY NETWORK,All Grades,Not IEP,304,13,4%,56,18%,125,41%,110,36%,235,77%,0.773026316,3.092105255
298,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,PSSA,Math,Girard Academic Music Program,AUTONOMY NETWORK,6,Not IEP,95,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
299,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,PSSA,Math,Girard Academic Music Program,AUTONOMY NETWORK,7,Not IEP,90,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
300,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,PSSA,Math,Girard Academic Music Program,AUTONOMY NETWORK,5,Not IEP,63,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
301,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,PSSA,Science,Girard Academic Music Program,AUTONOMY NETWORK,Grades 3-8,Not IEP,56,4,7%,7,13%,12,21%,33,59%,45,80%,0.830357143,3.321428649
302,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,PSSA,Science,Girard Academic Music Program,AUTONOMY NETWORK,8,Not IEP,56,4,7%,7,13%,12,21%,33,59%,45,80%,0.830357143,3.321428649
303,241,GIRARD ACADEMIC MUSIC PROGRAM,2013-2014,Not IEP,42,s,s,District,,,,PSSA,Science,Girard Academic Music Program,AUTONOMY NETWORK,All Grades,Not IEP,56,4,7%,7,13%,12,21%,33,59%,45,80%,0.830357143,3.321428649
304,262,ACADEMY AT PALUMBO,2013-2014,IEP,24,23,96%,District,,,,Keystone,Algebra 1,Academy at Palumbo,AUTONOMY NETWORK,11,IEP,8,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
305,262,ACADEMY AT PALUMBO,2013-2014,IEP,24,23,96%,District,,,,Keystone,Algebra 1,Academy at Palumbo,AUTONOMY NETWORK,11,Not IEP,226,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
306,262,ACADEMY AT PALUMBO,2013-2014,IEP,24,23,96%,District,,,,Keystone,Biology,Academy at Palumbo,AUTONOMY NETWORK,11,IEP,7,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
307,262,ACADEMY AT PALUMBO,2013-2014,IEP,24,23,96%,District,,,,Keystone,Biology,Academy at Palumbo,AUTONOMY NETWORK,11,Not IEP,225,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
308,262,ACADEMY AT PALUMBO,2013-2014,IEP,24,23,96%,District,,,,Keystone,Literature,Academy at Palumbo,AUTONOMY NETWORK,11,IEP,8,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
309,262,ACADEMY AT PALUMBO,2013-2014,IEP,24,23,96%,District,,,,Keystone,Literature,Academy at Palumbo,AUTONOMY NETWORK,11,Not IEP,228,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
310,262,ACADEMY AT PALUMBO,2013-2014,Not IEP,173,172,99%,District,,,,Keystone,Algebra 1,Academy at Palumbo,AUTONOMY NETWORK,11,IEP,8,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
311,262,ACADEMY AT PALUMBO,2013-2014,Not IEP,173,172,99%,District,,,,Keystone,Algebra 1,Academy at Palumbo,AUTONOMY NETWORK,11,Not IEP,226,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
312,262,ACADEMY AT PALUMBO,2013-2014,Not IEP,173,172,99%,District,,,,Keystone,Biology,Academy at Palumbo,AUTONOMY NETWORK,11,IEP,7,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
313,262,ACADEMY AT PALUMBO,2013-2014,Not IEP,173,172,99%,District,,,,Keystone,Biology,Academy at Palumbo,AUTONOMY NETWORK,11,Not IEP,225,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
314,262,ACADEMY AT PALUMBO,2013-2014,Not IEP,173,172,99%,District,,,,Keystone,Literature,Academy at Palumbo,AUTONOMY NETWORK,11,IEP,8,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
315,262,ACADEMY AT PALUMBO,2013-2014,Not IEP,173,172,99%,District,,,,Keystone,Literature,Academy at Palumbo,AUTONOMY NETWORK,11,Not IEP,228,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
316,265,SCIENCE LEADERSHIP ACADEMY,2013-2014,IEP,30,30,100%,District,,,,Keystone,Algebra 1,Science Leadership Academy,INNOVATION NETWORK,11,IEP,13,3,23%,9,69%,1,8%,0,0%,1,8%,0.461538462,1.846153893
317,265,SCIENCE LEADERSHIP ACADEMY,2013-2014,IEP,30,30,100%,District,,,,Keystone,Algebra 1,Science Leadership Academy,INNOVATION NETWORK,11,Not IEP,102,1,1%,30,29%,38,37%,33,32%,71,70%,0.75245098,3.009804011
318,265,SCIENCE LEADERSHIP ACADEMY,2013-2014,IEP,30,30,100%,District,,,,Keystone,Biology,Science Leadership Academy,INNOVATION NETWORK,11,IEP,10,5,50%,4,40%,1,10%,0,0%,1,10%,0.4,1.600000017
319,265,SCIENCE LEADERSHIP ACADEMY,2013-2014,IEP,30,30,100%,District,,,,Keystone,Biology,Science Leadership Academy,INNOVATION NETWORK,11,Not IEP,95,4,4%,34,36%,37,39%,20,21%,57,60%,0.692105263,2.768421062
320,265,SCIENCE LEADERSHIP ACADEMY,2013-2014,IEP,30,30,100%,District,,,,Keystone,Literature,Science Leadership Academy,INNOVATION NETWORK,11,IEP,10,4,40%,4,40%,2,20%,0,0%,2,20%,0.45,1.800000027
321,265,SCIENCE LEADERSHIP ACADEMY,2013-2014,IEP,30,30,100%,District,,,,Keystone,Literature,Science Leadership Academy,INNOVATION NETWORK,11,Not IEP,95,1,1%,12,13%,70,74%,12,13%,82,86%,0.744736842,2.978947328
322,265,SCIENCE LEADERSHIP ACADEMY,2013-2014,Not IEP,89,88,99%,District,,,,Keystone,Algebra 1,Science Leadership Academy,INNOVATION NETWORK,11,IEP,13,3,23%,9,69%,1,8%,0,0%,1,8%,0.461538462,1.846153893
323,265,SCIENCE LEADERSHIP ACADEMY,2013-2014,Not IEP,89,88,99%,District,,,,Keystone,Algebra 1,Science Leadership Academy,INNOVATION NETWORK,11,Not IEP,102,1,1%,30,29%,38,37%,33,32%,71,70%,0.75245098,3.009804011
324,265,SCIENCE LEADERSHIP ACADEMY,2013-2014,Not IEP,89,88,99%,District,,,,Keystone,Biology,Science Leadership Academy,INNOVATION NETWORK,11,IEP,10,5,50%,4,40%,1,10%,0,0%,1,10%,0.4,1.600000017
325,265,SCIENCE LEADERSHIP ACADEMY,2013-2014,Not IEP,89,88,99%,District,,,,Keystone,Biology,Science Leadership Academy,INNOVATION NETWORK,11,Not IEP,95,4,4%,34,36%,37,39%,20,21%,57,60%,0.692105263,2.768421062
326,265,SCIENCE LEADERSHIP ACADEMY,2013-2014,Not IEP,89,88,99%,District,,,,Keystone,Literature,Science Leadership Academy,INNOVATION NETWORK,11,IEP,10,4,40%,4,40%,2,20%,0,0%,2,20%,0.45,1.800000027
327,265,SCIENCE LEADERSHIP ACADEMY,2013-2014,Not IEP,89,88,99%,District,,,,Keystone,Literature,Science Leadership Academy,INNOVATION NETWORK,11,Not IEP,95,1,1%,12,13%,70,74%,12,13%,82,86%,0.744736842,2.978947328
328,267,CONSTITUTION HIGH SCHOOL,2013-2014,IEP,15,15,100%,District,,,,Keystone,Algebra 1,Constitution High School,NEIGHBORHOOD NETWORK 3,11,IEP,7,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
329,267,CONSTITUTION HIGH SCHOOL,2013-2014,IEP,15,15,100%,District,,,,Keystone,Algebra 1,Constitution High School,NEIGHBORHOOD NETWORK 3,11,Not IEP,78,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
330,267,CONSTITUTION HIGH SCHOOL,2013-2014,IEP,15,15,100%,District,,,,Keystone,Biology,Constitution High School,NEIGHBORHOOD NETWORK 3,11,IEP,7,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
331,267,CONSTITUTION HIGH SCHOOL,2013-2014,IEP,15,15,100%,District,,,,Keystone,Biology,Constitution High School,NEIGHBORHOOD NETWORK 3,11,Not IEP,79,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
332,267,CONSTITUTION HIGH SCHOOL,2013-2014,IEP,15,15,100%,District,,,,Keystone,Literature,Constitution High School,NEIGHBORHOOD NETWORK 3,11,IEP,7,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
333,267,CONSTITUTION HIGH SCHOOL,2013-2014,IEP,15,15,100%,District,,,,Keystone,Literature,Constitution High School,NEIGHBORHOOD NETWORK 3,11,Not IEP,79,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
334,267,CONSTITUTION HIGH SCHOOL,2013-2014,Not IEP,75,72,96%,District,,,,Keystone,Algebra 1,Constitution High School,NEIGHBORHOOD NETWORK 3,11,IEP,7,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
335,267,CONSTITUTION HIGH SCHOOL,2013-2014,Not IEP,75,72,96%,District,,,,Keystone,Algebra 1,Constitution High School,NEIGHBORHOOD NETWORK 3,11,Not IEP,78,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
336,267,CONSTITUTION HIGH SCHOOL,2013-2014,Not IEP,75,72,96%,District,,,,Keystone,Biology,Constitution High School,NEIGHBORHOOD NETWORK 3,11,IEP,7,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
337,267,CONSTITUTION HIGH SCHOOL,2013-2014,Not IEP,75,72,96%,District,,,,Keystone,Biology,Constitution High School,NEIGHBORHOOD NETWORK 3,11,Not IEP,79,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
338,267,CONSTITUTION HIGH SCHOOL,2013-2014,Not IEP,75,72,96%,District,,,,Keystone,Literature,Constitution High School,NEIGHBORHOOD NETWORK 3,11,IEP,7,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
339,267,CONSTITUTION HIGH SCHOOL,2013-2014,Not IEP,75,72,96%,District,,,,Keystone,Literature,Constitution High School,NEIGHBORHOOD NETWORK 3,11,Not IEP,79,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
340,268,THE SCIENCE LEADERSHIP ACADEMY AT BEEBER,2013-2014,IEP,10,8,80%,District,,,,Keystone,Algebra 1,The Science Leadership Academy at Beeber,INNOVATION NETWORK,11,IEP,8,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
341,268,THE SCIENCE LEADERSHIP ACADEMY AT BEEBER,2013-2014,IEP,10,8,80%,District,,,,Keystone,Algebra 1,The Science Leadership Academy at Beeber,INNOVATION NETWORK,11,Not IEP,105,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
342,268,THE SCIENCE LEADERSHIP ACADEMY AT BEEBER,2013-2014,IEP,10,8,80%,District,,,,Keystone,Biology,The Science Leadership Academy at Beeber,INNOVATION NETWORK,11,IEP,8,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
343,268,THE SCIENCE LEADERSHIP ACADEMY AT BEEBER,2013-2014,IEP,10,8,80%,District,,,,Keystone,Biology,The Science Leadership Academy at Beeber,INNOVATION NETWORK,11,Not IEP,112,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
344,268,THE SCIENCE LEADERSHIP ACADEMY AT BEEBER,2013-2014,IEP,10,8,80%,District,,,,Keystone,Literature,The Science Leadership Academy at Beeber,INNOVATION NETWORK,11,IEP,8,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
345,268,THE SCIENCE LEADERSHIP ACADEMY AT BEEBER,2013-2014,IEP,10,8,80%,District,,,,Keystone,Literature,The Science Leadership Academy at Beeber,INNOVATION NETWORK,11,Not IEP,104,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
346,268,THE SCIENCE LEADERSHIP ACADEMY AT BEEBER,2013-2014,Not IEP,109,108,99%,District,,,,Keystone,Algebra 1,The Science Leadership Academy at Beeber,INNOVATION NETWORK,11,IEP,8,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
347,268,THE SCIENCE LEADERSHIP ACADEMY AT BEEBER,2013-2014,Not IEP,109,108,99%,District,,,,Keystone,Algebra 1,The Science Leadership Academy at Beeber,INNOVATION NETWORK,11,Not IEP,105,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
348,268,THE SCIENCE LEADERSHIP ACADEMY AT BEEBER,2013-2014,Not IEP,109,108,99%,District,,,,Keystone,Biology,The Science Leadership Academy at Beeber,INNOVATION NETWORK,11,IEP,8,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
349,268,THE SCIENCE LEADERSHIP ACADEMY AT BEEBER,2013-2014,Not IEP,109,108,99%,District,,,,Keystone,Biology,The Science Leadership Academy at Beeber,INNOVATION NETWORK,11,Not IEP,112,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
350,268,THE SCIENCE LEADERSHIP ACADEMY AT BEEBER,2013-2014,Not IEP,109,108,99%,District,,,,Keystone,Literature,The Science Leadership Academy at Beeber,INNOVATION NETWORK,11,IEP,8,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
351,268,THE SCIENCE LEADERSHIP ACADEMY AT BEEBER,2013-2014,Not IEP,109,108,99%,District,,,,Keystone,Literature,The Science Leadership Academy at Beeber,INNOVATION NETWORK,11,Not IEP,104,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
352,402,OVERBROOK HIGH SCHOOL,2013-2014,IEP,35,14,40%,District,,,,Keystone,Algebra 1,Overbrook High School,NEIGHBORHOOD NETWORK 2,11,IEP,19,17,89%,2,11%,0,0%,0,0%,0,0%,0.276315789,1.105263144
